,Date,MSCI_EM_LRMA,MSCI_Euro_LRMA,S&P_LRMA,Gold/USD_LRMA
0,2011-10-05,0.5355276087869375,0.575779004565702,0.8122416483963775,0.9987080103163801
1,2011-10-06,0.5891021972304195,0.63635983606842,0.8364534223290999,0.9995272195687542
2,2011-10-07,0.6278983988692639,0.6538413200368921,0.8260672564415842,0.9983809535537975
3,2011-10-10,0.6463290104869415,0.6922055683080509,0.8704852040576615,1.0014952260449435
4,2011-10-11,0.6723962390043214,0.6872692297428606,0.871435383146572,1.0003072137243545
5,2011-10-12,0.6980055389801523,0.7238794668381449,0.8845196982051708,1.0014064407285312
6,2011-10-13,0.7155041427507993,0.7006768920069253,0.8808993014357553,1.000716096223849
7,2011-10-14,0.7261191877106035,0.7205880219785289,0.9037299615483156,1.0017195680478592
8,2011-10-17,0.7323324401886007,0.7016785776196008,0.8782716257266875,1.0008729992752046
9,2011-10-18,0.7055106339047985,0.6939775665956923,0.9051377052696136,0.9997993550487508
10,2011-10-19,0.720532467577667,0.7083940257456449,0.8885743222976188,0.9983534843040641
11,2011-10-20,0.6767415504158603,0.675740504385464,0.8948639304798364,0.9966476350917438
12,2011-10-21,0.7003601190671267,0.7327593488531284,0.9195745406175132,0.99834448299011
13,2011-10-24,0.7548953590121285,0.7607672332543521,0.9365907281008184,0.9992512777865957
14,2011-10-25,0.7697343688806562,0.7460144742801741,0.9100522659991994,1.0033705216374418
15,2011-10-26,0.7806772354510175,0.7524236380039924,0.9241033028187586,1.0048742626435394
16,2011-10-27,0.8385915149897706,0.8313605314333208,0.9685616857248874,1.0064405351588719
17,2011-10-28,0.8668723016943461,0.8284157190031648,0.9688479758578732,1.0063150094253714
18,2011-10-31,0.8387372335120641,0.7789665884481053,0.9360433433878548,1.0040719597402363
19,2011-11-01,0.7951858072337817,0.702564126601136,0.8991266999080664,1.0044453923031116
20,2011-11-02,0.8166025480783312,0.7239098433208414,0.92055275507533,1.0058597131370475
21,2011-11-03,0.8127495347981628,0.7699960160719331,0.9453824020036052,1.0078480060260502
22,2011-11-04,0.8407425179217844,0.7443486643795684,0.9373156672757232,1.0071639590733128
23,2011-11-07,0.8382026353867755,0.7334097459401466,0.9458416191301448,1.0102326048474315
24,2011-11-08,0.8385690866623925,0.754122697339853,0.9614169126892428,1.0096082494563086
25,2011-11-09,0.8247915712578424,0.7155758805504097,0.9122452426139676,1.0083736257987497
26,2011-11-10,0.7806302633421429,0.7078544438679273,0.9238905207712248,1.0075396838688608
27,2011-11-11,0.8119502020335845,0.7621132485761803,0.949423299761812,1.0098456195105596
28,2011-11-14,0.8169996358107215,0.73993819227188,0.936863155818975,1.009241527767898
29,2011-11-15,0.8048969298340376,0.7273586893544765,0.9433140541151436,1.009310234846207
30,2011-11-16,0.791418503660068,0.727950709103886,0.9213606972038256,1.0079981139143308
31,2011-11-17,0.778341837611197,0.699387341921458,0.8992202620707995,1.004774595911562
32,2011-11-18,0.7424234905317433,0.6827316960770685,0.8989089567540163,1.0049648520009729
33,2011-11-21,0.7038522855475307,0.6085298375906363,0.8743827202136925,1.0013044632347896
34,2011-11-22,0.7042182767687248,0.5944451553240702,0.8691713995861043,1.003085241953686
35,2011-11-23,0.6596118738339019,0.5647029099946644,0.8403680773390627,1.0024845048039024
36,2011-11-25,0.64555685553091,0.5777579875104728,0.8371721929615263,1.0017550479124473
37,2011-11-28,0.697823391289414,0.6658886003671296,0.8758445942428981,1.0040292916930231
38,2011-11-29,0.71292168986739,0.6849837134830897,0.8792392661652637,1.0042853237876301
39,2011-11-30,0.7504377853970697,0.7696658614676334,0.9356747660577116,1.0066723602893701
40,2011-12-01,0.8271106648726018,0.7686491060783435,0.9338637291401994,1.0065591058456018
41,2011-12-02,0.8296043751542237,0.7924315373155002,0.9337658426012332,1.0067068680712652
42,2011-12-05,0.8435513599833379,0.8093907553377248,0.9477847128226125,1.0048580302030972
43,2011-12-06,0.8220158403205777,0.8028142129343797,0.9495595851155983,1.005314580074892
44,2011-12-07,0.8351388732554526,0.7995832050377375,0.9496720104711464,1.0063517758764522
45,2011-12-08,0.8158438189089393,0.7673816277028876,0.9243962895570932,1.003727900081602
46,2011-12-09,0.7924429470647912,0.7959612114492367,0.942957037945896,1.003973337099454
47,2011-12-12,0.7765888890681916,0.7544304437044398,0.9233730876842724,1.0003683861878065
48,2011-12-13,0.7583359599500594,0.7696115527996754,0.912038400803018,0.9974803239100313
49,2011-12-14,0.7350041587208245,0.7214486689996142,0.901308127784452,0.99259795837996
50,2011-12-15,0.7262242538646655,0.7455112268516023,0.9061345741185176,0.9922611563935055
51,2011-12-16,0.7424256313400692,0.7363720733828457,0.910900793804184,0.9946300694751292
52,2011-12-19,0.7131752259711779,0.7389898516567971,0.898037452676824,0.9942042449927906
53,2011-12-20,0.7386492793540127,0.7874745581954823,0.9377315504213912,0.9959575916444797
54,2011-12-21,0.7705432839503465,0.7771618111637122,0.940936482547317,0.9958877784558098
55,2011-12-22,0.778679072241022,0.8041410649991525,0.952267781630968,0.9951007166165097
56,2011-12-23,0.7960433083016584,0.8261157224495173,0.9646524300269692,0.9951384672542551
57,2011-12-27,0.7914421516546924,0.8269877536044716,0.9648102018559434,0.9938994428471242
58,2011-12-28,0.771023804114117,0.8129912908066927,0.9483228360502888,0.9907676697234701
59,2011-12-29,0.7745652434078655,0.8374753886554723,0.9629875335571564,0.9897492287494376
60,2011-12-30,0.7802203839823741,0.8592479904543414,0.9576021730632824,0.9913698427163453
61,2012-01-03,0.7806047355420981,0.8683141820374356,0.9835757082142078,0.9946063473057801
62,2012-01-04,0.7774447446096243,0.8566383096257828,0.9841320657681272,0.995255229212896
63,2012-01-05,0.7689080922812237,0.836280506564685,0.9883922151974676,0.9961340454499854
64,2012-01-06,0.7581106322210037,0.8385671940032478,0.9852645604559884,0.9956575762481507
65,2012-01-09,0.7684352530182459,0.8045626397378304,0.9885766434970474,0.9951495965298025
66,2012-01-10,0.8047151066296508,0.849130417775607,1.000708688204172,0.9968945494404645
67,2012-01-11,0.8058292953560702,0.8410193816202228,1.0014398785359937,0.9976814178849931
68,2012-01-12,0.8165191840284288,0.8354857505490156,1.0048737184480827,0.9983307445576535
69,2012-01-13,0.8155088070218459,0.8333469230469503,0.998589643602126,0.997419072724854
70,2012-01-17,0.853967092630983,0.8735003950441305,1.0035813532923292,0.9985057047648445
71,2012-01-18,0.8712970589714935,0.8759450999064576,1.0185496709699218,0.9991051116647903
72,2012-01-19,0.8920603228076107,0.9059034016050518,1.0253431523700778,0.9989875659390751
73,2012-01-20,0.9000378331698442,0.9028957314708131,1.0264431860387586,0.9996423007741477
74,2012-01-23,0.911915838831101,0.9155562236177728,1.0219744133330086,1.0004718917540971
75,2012-01-24,0.9072798278658292,0.9089609682246385,1.0209240201020346,0.9995461408945628
76,2012-01-25,0.9122220626214352,0.8982262904330475,1.0327096471829378,1.0031844880009748
77,2012-01-26,0.941501084487158,0.9267345456328652,1.0252269240898495,1.003930672982842
78,2012-01-27,0.9454900096866272,0.9031876409011896,1.0230449968233646,1.0054154330696667
79,2012-01-30,0.9273983693735772,0.8765962344256448,1.0197699619301055,1.0047330326645862
80,2012-01-31,0.9527880386484144,0.8947749480227212,1.0186260073706284,1.0053679683026904
81,2012-02-01,0.9727724969369264,0.9442507507598238,1.0308081681104,1.0058335629793902
82,2012-02-02,0.9990272019026644,0.9500357882080144,1.0325402479227397,1.0070868354740221
83,2012-02-03,1.0077803973543868,0.9930914566115944,1.0522032666618355,1.0045414648214108
84,2012-02-06,1.0092298064409864,0.991558796112587,1.0519251592702696,1.004079624713126
85,2012-02-07,1.0091473834859088,0.9845824448560258,1.0548928110193043,1.0060493934521975
86,2012-02-08,1.0310968307638246,0.9808011764253726,1.0580331066792013,1.005111856907388
87,2012-02-09,1.0333778655494992,0.9879195305771268,1.0603329572887863,1.0048477476172368
88,2012-02-10,0.9980391366300556,0.9668429792639308,1.0513319274740025,1.004267135937125
89,2012-02-13,1.0218482162360367,0.9874039777693682,1.060614454701569,1.0043189573651705
90,2012-02-14,1.0118654065777164,0.9834258725549022,1.0596914326405231,1.0041824119483134
91,2012-02-15,1.0309457836265985,0.9990557895247764,1.0527555664198691,1.004822218383521
92,2012-02-16,1.0154187347688526,1.0025602354720755,1.0678652368854171,1.0048443076345497
93,2012-02-17,1.039587182470628,1.0180408135289345,1.0712168318870523,1.0044935214525874
94,2012-02-21,1.0435042036539386,1.0263888021105882,1.0723187591677512,1.007299705699904
95,2012-02-22,1.044226214902694,1.005865714703923,1.067920683829468,1.0086279968912248
96,2012-02-23,1.0355878840307582,1.0028076007757856,1.073855817811111,1.0089997952579501
97,2012-02-24,1.0508186974143674,1.0097436912270032,1.0763153467178062,1.0083958318182644
98,2012-02-27,1.0321461301474617,1.001564916114314,1.0782374425593195,1.0080721694029975
99,2012-02-28,1.0547228216106006,1.006678981892439,1.0828236561943552,1.0093714165538508
100,2012-02-29,1.0733859067534066,1.0071928977781104,1.075429576463978,1.002636127171063
101,2012-03-01,1.068719412837472,1.0303544797519135,1.0881394621348546,1.0043506920018292
102,2012-03-02,1.0757249935295772,1.0325613734692616,1.083853687653926,1.003921947060288
103,2012-03-05,1.0509545705204355,1.0177465537091883,1.0791437120748693,1.0034717139245248
104,2012-03-06,1.0087287461594896,0.9510820146837502,1.058424716880678,1.000955165732458
105,2012-03-07,1.0032190976472537,0.966830285992119,1.067832512732429,1.0018230492079145
106,2012-03-08,1.0331148728768205,1.006492051051126,1.0738290877982932,1.0030526174336127
107,2012-03-09,1.0470687062696675,1.0193441517236732,1.0827697956278783,1.004198981431235
108,2012-03-12,1.0307459550198796,1.0134638771611253,1.0829653524611151,1.0032542462797467
109,2012-03-13,1.060123261877166,1.0582483793390527,1.1070461454588878,1.001106971426251
110,2012-03-14,1.061218698060943,1.0655369606832052,1.1011199558816638,0.9987500375747038
111,2012-03-15,1.0594462010952042,1.0726304026577913,1.1090077256026116,0.999898068881703
112,2012-03-16,1.056379044588335,1.0862564381959303,1.110387988360035,1.000031054205516
113,2012-03-19,1.0536186981391669,1.0835061506245625,1.120528051968674,1.0004250623765418
114,2012-03-20,1.0337595997949731,1.054790457000809,1.116296899090034,0.9993446988481903
